,DATE,SNOW,SNWD,TMAX,TMIN,WEEKDAY,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,Flux,PrevFlux24,PrevFlux48,SNOW24,SNOW48,SNOW7,MON,TUE,WED,THU,FRI,SAT,SUN,KMEANS30,KMEANS29,KMEANS28,KMEANS27,KMEANS26,KMEANS25,KMEANS24,KMEANS23,KMEANS22,KMEANS21,KMEANS20,KMEANS19,KMEANS18,KMEANS17,KMEANS16,KMEANS15,KMEANS14,KMEANS13,KMEANS12,KMEANS11,KMEANS10,KMEANS9,KMEANS8,KMEANS7,KMEANS6,KMEANS5,KMEANS4,KMEANS3
51,2003-02-21,2.0,23.0,37.0,8.0,4,3,13,4,-8,-48,-52,-108,-3,101,19,7,58,9,-30,13,3,57,44,148,104,59,31,66,13,503,73.0,273.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,10,21,2,14,5,9,0,0,3,4,11,5,1,0,6,0,3,2,4,1,1,1,2
52,2003-02-22,8.0,29.0,36.0,25.0,5,37,30,6,1,-44,-56,-84,-39,32,32,-45,-20,-37,-46,-4,43,109,63,99,5,-8,-21,-14,-22,17,503.0,576.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,10,8,4,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
53,2003-02-23,5.0,32.0,0.0,8.0,6,-14,18,4,-26,-17,-54,-48,2,-38,-65,-90,-105,-63,-126,-14,-32,18,24,-4,39,-5,-15,-5,16,-600,17.0,520.0,8.0,10.0,14.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,17,16,23,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
54,2003-02-24,4.0,31.0,35.0,6.0,0,7,12,2,-9,-47,-55,-138,24,41,-12,-20,1,-30,-36,-69,28,-12,-22,-47,7,-54,-44,-20,-3,-496,-600.0,-583.0,5.0,13.0,19.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,28,15,20,11,12,1,14,12,10,14,15,13,1,0,14,5,2,6,8,4,7,6,3,5,5,4,3,1
55,2003-02-25,5.0,34.0,25.0,14.0,1,26,-4,14,-6,-25,-79,-57,166,147,39,45,56,0,-54,-54,-14,37,-75,-80,-11,-51,-40,-30,7,-43,-496.0,-1096.0,4.0,9.0,19.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,22,11,4,10,21,23,4,11,17,19,9,8,9,12,0,4,6,8,4,7,6,6,2,4,4,3,1
56,2003-02-26,3.0,34.0,34.0,16.0,2,8,4,18,6,-42,-74,-44,144,95,76,53,2,-11,-22,-1,-45,39,-43,16,-41,-44,-61,-11,-8,14,-43.0,-539.0,5.0,9.0,24.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,13,12,7,2,5,15,12,17,17,6,7,14,4,12,5,8,7,3,10,2,7,7,6,0,0,2,0,1
57,2003-02-27,2.0,35.0,37.0,20.0,3,27,7,22,7,-40,-54,-63,98,76,41,59,40,-16,-18,11,-4,43,26,-1,-39,-41,-4,11,8,196,14.0,-29.0,3.0,8.0,27.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,19,14,26,12,21,3,10,10,13,20,4,17,17,6,11,12,0,5,5,2,4,7,6,6,0,2,0,2
58,2003-02-28,0.3,32.0,39.0,14.0,4,19,10,23,-4,-31,-62,-83,108,84,43,-13,57,36,-7,35,49,126,37,98,66,49,73,74,21,808,196.0,210.0,2.0,5.0,29.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,18,8,12,14,0,2,17,15,18,13,17,7,14,3,8,1,11,9,5,2,4,7,2,4,1,1,1,2
59,2003-03-01,0.1,31.0,39.0,3.0,5,16,8,13,-1,-23,-54,-50,-27,17,6,52,62,-15,46,-1,-4,-26,47,92,17,7,-21,-14,-24,123,808.0,1004.0,0.3,2.3,27.3,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,4,0,5,3,3,3,1,0
60,2003-03-02,0.0,30.0,32.0,-3.0,6,-15,6,18,-1,-21,-45,-48,-26,-68,-118,-137,-152,-134,-138,-40,-24,-14,55,-11,13,-5,5,-5,12,-893,123.0,931.0,0.1,0.4,19.4,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,17,16,23,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
61,2003-03-03,0.0,30.0,32.0,-3.0,0,11,-2,0,-8,-66,-66,-77,105,82,-6,14,24,-10,-41,-40,-70,19,8,-13,-66,-27,-49,-5,8,-275,-893.0,-770.0,0.0,0.1,14.4,1.0,0.5,0.0,0.0,0.0,0.0,0.5,28,15,20,11,12,1,14,12,10,14,15,13,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
62,2003-03-04,4.0,32.0,39.0,11.0,1,8,-2,16,-10,-45,-61,-111,122,205,55,43,49,-1,-45,-11,-20,22,-24,-47,-14,-39,-61,-21,-3,5,-275.0,-1168.0,0.0,0.0,10.4,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,4,21,4,10,21,3,4,20,17,11,9,8,9,12,0,4,0,1,0,2,8,7,2,4,4,3,1
63,2003-03-05,6.0,37.0,29.0,11.0,2,-3,4,-9,0,-47,-55,-72,153,60,30,11,39,-19,8,-24,-46,30,19,1,-52,-93,-64,5,1,-123,5.0,-270.0,4.0,4.0,9.4,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,7,2,5,18,12,5,17,6,7,14,4,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
64,2003-03-06,0.0,34.0,31.0,17.0,3,22,1,15,-3,-38,-58,-79,123,103,30,29,71,-55,-13,-7,33,37,-61,7,-17,13,-28,-15,0,110,-123.0,-118.0,6.0,10.0,12.4,0.0,0.0,0.5,1.0,0.5,0.0,0.0,19,14,10,7,24,23,10,10,13,20,4,17,17,6,11,12,0,5,5,2,3,7,4,6,0,2,0,2
65,2003-03-07,0.2,33.0,40.0,19.0,4,18,0,13,0,-37,-65,-80,72,104,40,19,38,23,-22,63,-20,65,108,126,99,64,57,11,-8,688,110.0,-13.0,0.0,6.0,10.4,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,14,22,10,8,15,18,13,17,7,14,3,8,1,11,9,0,6,0,3,2,4,1,1,1,2
66,2003-03-08,0.0,32.0,47.0,20.0,5,38,-7,21,6,-37,-56,-86,-88,66,18,92,63,-2,11,36,64,68,76,133,90,52,-34,-12,-27,485,688.0,798.0,0.2,0.2,10.3,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,10,8,4,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
67,2003-03-09,0.0,30.0,47.0,11.0,6,-6,19,8,-5,-26,-57,-26,-25,3,-86,-171,-116,-138,-51,25,-7,-19,23,63,-20,-8,-17,16,6,-615,485.0,1173.0,0.0,0.2,10.2,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,8,16,11,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
68,2003-03-10,0.0,29.0,51.0,26.0,0,10,-2,0,-15,-45,-85,-96,88,89,2,62,43,14,-28,-11,-68,30,53,-40,-31,-34,-53,-23,-2,-142,-615.0,-130.0,0.0,0.0,10.2,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,15,16,5,12,1,14,12,10,16,15,6,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
69,2003-03-11,0.0,28.0,48.0,22.0,1,24,7,24,-8,-67,-65,-50,147,72,11,48,38,65,-70,-36,-52,51,12,16,-73,-33,-41,-17,-7,-4,-142.0,-757.0,0.0,0.0,10.2,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,4,21,4,10,21,3,4,20,17,11,9,8,9,12,0,4,0,1,0,2,8,7,2,4,4,3,1
70,2003-03-12,0.0,25.0,52.0,24.0,2,1,15,18,-12,-45,-75,-65,83,82,40,-1,41,-31,-9,-3,-5,12,16,28,-30,6,-51,-18,2,-1,-4.0,-146.0,0.0,0.0,6.2,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,19,17,7,18,22,5,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
71,2003-03-13,0.0,24.0,54.0,18.0,3,8,5,14,-7,-60,-58,-91,113,89,28,6,7,-14,-27,-27,-9,43,-41,94,2,-10,27,-13,-27,52,-1.0,-5.0,0.0,0.0,0.2,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,21,2,0,8,0,15,1,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
72,2003-03-14,0.0,23.0,55.0,18.0,4,16,19,12,-7,-43,-71,-85,14,-28,22,-8,64,-23,-37,-11,14,45,166,154,147,57,65,55,-23,514,52.0,51.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,14,19,2,24,21,2,14,5,9,0,0,16,4,11,5,1,0,6,0,3,2,4,1,1,1,2
73,2003-03-15,0.0,21.0,52.0,22.0,5,13,5,1,1,-29,-56,-55,-71,82,52,70,49,49,20,8,-3,85,115,83,33,3,-21,-20,18,432,514.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
74,2003-03-16,0.0,19.0,53.0,22.0,6,-4,11,11,-10,-25,-55,-42,-3,10,-67,-110,-98,-144,-126,-82,85,-55,27,72,59,-28,22,16,0,-536,432.0,946.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,25,8,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
75,2003-03-17,0.0,17.0,47.0,32.0,0,14,6,2,-12,-65,-93,-70,116,51,-5,-59,-9,-22,7,48,27,54,2,-12,-44,-56,-25,-22,26,-141,-536.0,-104.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
76,2003-03-18,0.5,18.0,47.0,27.0,1,18,14,15,-9,-63,-56,-78,116,75,1,24,38,-3,-12,-16,-37,108,16,-50,-53,-52,-65,-32,-19,-120,-141.0,-677.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
77,2003-03-19,0.5,17.0,43.0,23.0,2,3,18,24,-13,-47,-32,-76,128,77,21,26,81,-13,-18,16,5,20,-28,-32,-64,-72,-55,-24,-24,-79,-120.0,-261.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
78,2003-03-20,0.0,16.0,45.0,18.0,3,14,7,8,-13,-40,-53,-40,97,46,-22,-32,26,-28,-57,-49,-39,46,42,38,-31,-76,-33,-40,1,-228,-79.0,-199.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
79,2003-03-21,0.0,15.0,46.0,21.0,4,17,8,-12,-9,-52,-59,-100,-23,-33,-69,-13,27,-35,-44,52,65,96,81,92,31,20,-12,5,1,34,-228.0,-307.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
80,2003-03-22,0.0,14.0,47.0,28.0,5,7,0,18,-1,-47,-66,-101,-75,-54,-20,-27,42,12,-3,33,71,95,67,107,22,-7,0,-9,-4,60,34.0,-194.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,5,0,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
81,2003-03-23,0.0,13.0,51.0,22.0,6,0,0,2,-2,-46,-43,-32,-30,-7,-59,-68,-130,-97,-6,-29,75,49,89,91,-8,5,8,-1,8,-231,60.0,94.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
82,2003-03-24,1.5,12.0,58.0,31.0,0,7,2,4,-10,-30,-64,-49,114,47,7,32,34,-47,-63,32,56,18,0,-19,-28,-58,-34,-22,0,-71,-231.0,-171.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,26,6,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
83,2003-03-25,0.0,11.0,41.0,16.0,1,8,13,19,-6,-40,-57,-107,122,55,31,37,23,-5,-63,-32,-15,50,8,-2,-42,-46,-18,7,-2,-62,-71.0,-302.0,1.5,1.5,2.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
84,2003-03-26,0.0,10.0,46.0,20.0,2,-3,14,17,0,-38,-65,-104,107,41,-8,11,34,-70,-51,-12,0,73,23,13,-53,-14,4,1,-1,-81,-62.0,-133.0,0.0,1.5,2.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
85,2003-03-27,2.5,11.0,52.0,19.0,3,16,25,7,8,-40,-55,-100,69,115,-5,29,29,-15,-11,-27,-17,63,19,5,2,-35,-23,-11,4,52,-81.0,-143.0,0.0,0.0,1.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
86,2003-03-28,0.0,9.0,37.0,13.0,4,12,0,7,-3,-42,-65,-111,50,76,-18,-61,13,-29,-87,-3,-27,31,38,109,61,37,1,5,9,3,52.0,-29.0,2.5,2.5,4.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
87,2003-03-29,0.3,9.0,37.0,8.0,5,17,14,3,4,-26,-54,-63,-58,18,-30,-29,-25,34,-6,44,-18,-16,39,71,48,11,4,11,18,11,3.0,55.0,0.0,2.5,4.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
88,2003-03-30,0.3,9.0,37.0,18.0,6,5,-13,-1,0,-15,-46,-37,-35,-11,-33,-120,-128,-103,-71,-107,-40,22,18,19,-23,-5,-15,-7,19,-727,11.0,14.0,0.3,0.3,4.3,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,25,8,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
89,2003-03-31,0.0,9.0,49.0,18.0,0,11,-2,-20,-9,-67,-85,-70,111,65,-11,17,20,-26,-29,-33,-37,45,-12,47,-36,-55,-43,-13,23,-209,-727.0,-716.0,0.3,0.6,4.6,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
90,2003-04-01,0.0,7.0,60.0,21.0,1,18,6,6,0,-56,-68,-86,132,94,2,-11,12,16,-62,-33,22,67,58,51,-38,-66,-37,-26,-22,-21,-209.0,-936.0,0.0,0.3,3.1,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
91,2003-04-02,0.0,2.0,66.0,22.0,2,2,8,3,5,-52,-85,-114,107,57,14,37,6,-42,-28,-18,-37,102,36,52,-34,-77,-6,-5,4,-65,-21.0,-230.0,0.0,0.0,3.1,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
92,2003-04-03,0.0,0.0,60.0,11.0,3,10,7,7,-2,-67,-60,-103,66,66,7,36,54,-5,-66,-11,-13,55,26,48,0,-14,-14,-36,-12,-21,-65.0,-86.0,0.0,0.0,3.1,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
93,2003-04-04,4.0,2.0,42.0,14.0,4,0,11,-1,-2,-44,-29,-117,61,88,37,-9,-14,-34,-53,-4,19,54,12,124,51,79,60,46,1,336,-21.0,-86.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
94,2003-04-05,1.0,0.0,60.0,22.0,5,49,12,13,9,-19,-35,-57,20,43,58,-13,53,-83,-92,-86,3,-18,88,80,-15,-4,-22,4,0,-12,336.0,315.0,4.0,4.0,4.6,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
95,2003-04-06,4.0,4.0,44.0,26.0,6,9,-1,6,-5,-49,-21,-41,-38,-11,-118,-46,-115,-52,-101,-66,27,-34,63,39,19,24,25,7,7,-472,-12.0,324.0,1.0,5.0,5.3,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
96,2003-04-07,0.5,0.0,39.0,23.0,0,18,8,11,1,-62,-67,-100,70,44,36,38,25,-32,-12,-46,9,14,-9,7,4,-68,-37,-12,10,-150,-472.0,-484.0,4.0,5.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
97,2003-04-08,0.0,0.0,42.0,15.0,1,6,7,17,-6,-44,-42,-87,93,121,46,46,64,-19,-26,-70,-15,50,-14,-13,-59,-48,-22,-8,14,-9,-150.0,-622.0,0.5,4.5,9.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
98,2003-04-09,0.0,0.0,52.0,17.0,2,2,17,18,1,-44,-42,-116,76,45,59,65,19,-37,-63,-50,0,36,42,-17,16,-38,-26,-6,6,-37,-9.0,-159.0,0.0,0.5,9.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
99,2003-04-10,0.0,0.0,64.0,22.0,3,14,15,11,-7,-47,-58,-120,-1,70,40,-6,6,-24,-36,-78,-46,61,-18,50,44,0,-17,35,11,-101,-37.0,-46.0,0.0,0.0,9.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
100,2003-04-11,0.0,0.0,69.0,26.0,4,20,13,9,0,-51,-59,-112,7,27,40,32,10,-28,-40,-23,7,0,44,104,108,105,65,39,4,321,-101.0,-138.0,0.0,0.0,9.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
101,2003-04-12,0.0,0.0,70.0,24.0,5,18,11,8,-20,-40,-36,-76,-59,9,43,64,30,58,15,-20,-33,7,1,97,47,-18,-29,25,-8,94,321.0,220.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
102,2003-04-13,0.0,0.0,69.0,24.0,6,-1,-6,-1,-2,-31,-22,-34,-38,-15,-37,-56,-49,-88,-98,-136,-30,-37,-39,67,7,-16,-1,21,20,-622,94.0,415.0,0.0,0.0,4.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
103,2003-04-14,0.0,0.0,72.0,27.0,0,-1,3,-1,-24,-61,-54,-118,49,39,-5,17,32,12,-22,-38,-4,66,38,25,14,-40,-44,-12,14,-115,-622.0,-528.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
104,2003-04-15,0.0,0.0,69.0,29.0,1,17,8,13,-8,-63,-28,-125,78,42,25,24,50,-16,-32,2,18,67,-10,7,-66,-59,-42,-28,13,-113,-115.0,-737.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
105,2003-04-16,0.0,0.0,38.0,29.0,2,14,2,8,-6,-59,-44,-130,34,69,11,18,71,1,-28,-13,-30,96,65,26,-29,-15,-28,-12,7,28,-113.0,-228.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
106,2003-04-17,0.0,0.0,53.0,26.0,3,16,6,13,-7,-49,-72,-143,9,22,-5,-23,56,40,-30,-3,-74,64,18,59,-10,-48,-26,-20,6,-201,28.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
107,2003-04-18,0.4,0.0,63.0,32.0,4,14,6,1,3,-37,-33,-127,36,88,-9,0,-6,13,-45,10,-56,29,-71,46,22,3,27,35,29,-22,-201.0,-173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,22,16,13,10,6,11,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
108,2003-04-19,0.0,0.0,42.0,28.0,5,9,5,-1,-1,-20,-49,-54,-20,22,12,-16,69,1,-25,-42,-2,16,60,96,72,3,42,-26,0,151,-22.0,-223.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
109,2003-04-20,0.0,0.0,49.0,21.0,6,6,-12,2,2,-11,-27,-26,20,-13,-29,-48,-60,-94,-105,-45,-33,-23,54,28,43,25,28,24,27,-267,151.0,129.0,0.0,0.4,0.4,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
110,2003-04-21,0.0,0.0,58.0,24.0,0,10,9,-4,-18,-45,-82,-119,-24,58,1,23,-5,9,7,42,55,70,96,60,3,-21,-15,14,15,139,-267.0,-116.0,0.0,0.0,0.4,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
111,2003-04-22,0.0,0.0,64.0,29.0,1,15,12,10,1,-61,-67,-163,-42,46,61,46,114,20,-37,22,15,44,18,64,2,-29,-21,-32,-12,26,139.0,-128.0,0.0,0.0,0.4,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
112,2003-04-23,2.0,2.0,60.0,32.0,2,3,5,7,5,-48,-57,-123,2,74,33,28,-9,-27,-34,-19,32,57,15,-9,-2,-23,-22,-16,3,-125,26.0,165.0,0.0,0.0,0.4,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
113,2003-04-24,11.5,11.0,34.0,30.0,3,21,10,10,-10,-46,-54,-104,-29,56,82,-1,47,7,-29,9,-2,54,13,14,24,19,-21,-18,15,67,-125.0,-99.0,2.0,2.0,2.4,0.0,0.0,0.5,1.0,0.5,0.0,0.0,15,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
114,2003-04-25,0.0,5.0,51.0,23.0,4,16,5,13,2,-54,-53,-108,-56,15,-11,-21,21,-35,-98,-55,76,89,58,84,48,17,19,28,19,19,67.0,-58.0,11.5,13.5,13.9,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,14,22,2,8,15,18,13,17,7,14,3,8,1,11,9,0,6,4,3,2,4,1,1,1,2
115,2003-04-26,0.0,0.0,64.0,25.0,5,10,9,20,7,-21,-41,-43,-24,75,100,44,36,-88,-151,-7,1,44,46,47,49,-2,22,37,25,195,19.0,86.0,0.0,11.5,13.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
116,2003-04-27,0.0,0.0,66.0,26.0,6,31,14,7,-4,-20,-18,-10,-46,2,0,-29,-94,-112,-40,21,-2,37,18,71,81,27,28,8,12,-18,195.0,214.0,0.0,0.0,13.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,8,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
117,2003-04-28,0.0,0.0,66.0,31.0,0,2,5,4,-7,-47,-76,-119,38,69,17,-2,78,-33,-49,15,46,92,64,10,-31,-39,-6,7,4,42,-18.0,177.0,0.0,0.0,13.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
118,2003-04-29,0.0,0.0,69.0,34.0,1,21,5,4,5,-60,-58,-130,33,15,45,37,93,-43,8,-17,6,102,37,-27,-16,-23,-17,-1,3,22,42.0,24.0,0.0,0.0,13.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
119,2003-04-30,0.0,0.0,64.0,32.0,2,23,1,-5,-2,-44,-56,-130,-17,27,38,59,61,1,-67,13,9,136,53,8,-72,-34,-25,11,-2,-14,22.0,64.0,0.0,0.0,13.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
